fid,name,type,addr1,addr2,zip,lon,lan,tel,city,gugun,createDate,erdsgn,upDate
2236,남포 테니스장(남포면사무소),간이운동장,충청남도 보령시 남포면 옥서리 326-2,330-1,33495,126.6044017,36.30420123,041-930-4509,충청남도,보령시,20080306,N,2024-10-31
2237,남포게이트볼장,전천후게이트볼장,인천광역시 옹진군 백령면 화동로49번길 3,,23104,124.6837439,37.93470364,032-899-3514,인천광역시,옹진군,20091231,N,2025-05-21
2238,남포인라인스케이트장트랙(종합경기장),간이운동장,충청남도 보령시 남포면 창동리 636-1 대천종합경기장,,33494,126.6055485,36.31435952,041-930-4508,충청남도,보령시,20050512,N,2024-10-31
2239,남하2리 회관01,간이운동장,경상북도 경산시 하양읍 남하리 91-4 남하2리경로당,,38426,128.7776787,35.89070859,053-804-7364,경상북도,경산시,20100101,N,2025-06-11
2240,남하2리 회관02,간이운동장,경상북도 경산시 하양읍 남하리 91-4 남하2리경로당,,38426,128.7776787,35.89070859,053-804-7364,경상북도,경산시,20170101,N,2025-06-11
2241,남하2리 회관03,간이운동장,경상북도 경산시 하양읍 남하리 91-4 남하2리경로당,,38426,128.7776037,35.8908737,053-804-7364,경상북도,경산시,20210101,N,2025-06-11
2242,남한강초등학교 내 체육시설,간이운동장,충청북도 충주시 문화동 1924 남한강초등학교,,27410,127.9269664,36.96948078,043-850-6621,충청북도,충주시,20130328,N,2025-06-18
2243,남해공설테니스장,테니스장,경상남도 남해군 남해읍 차산리 694 남해군공설테니스장 관리사무실,,52413,127.902207,34.84482938,055-8608-664,경상남도,남해군,20161231,N,2025-06-27
2244,남해군게이트볼장,전천후게이트볼장,경상남도 남해군 남해읍 차산리 760 남해문화체육센터,,52413,127.8997675,34.84488792,055-860-8665,경상남도,남해군,19990101,N,2025-06-27
2245,남해군공설운동장,육상경기장,경상남도 남해군 남해읍 서변리 212 남해공설운동장,,52426,127.8916626,34.83425295,055-860-8664,경상남도,남해군,19890101,N,2025-02-18
2246,남해군국민체육센터(남해국민체육센터실내수영장),수영장,경상남도 남해군 남해읍 북변리 79-1 남해국민체육센터,,52422,127.8969065,34.83756749,055-860-8674,경상남도,남해군,20150515,Y,2025-06-27
2247,남해군생활체육관(탁구장),구기체육관,경상남도 남해군 남해읍 화전로 16-10,,52423,127.8981046,34.83473917,055-860-8664,경상남도,남해군,20161231,N,2025-06-27
2248,남해군실내체육관 족구장,기타시설,경상남도 남해군 남해읍 서변리 212 남해공설운동장,,52426,127.8917038,34.83414926,055-860-8665,경상남도,남해군,19990101,N,2025-06-27
2249,남해무도관(검도관),생활체육관,경상남도 남해군 남해읍 서변리 212 남해공설운동장,,52426,127.8917038,34.83414926,055-860-8665,경상남도,남해군,19990101,N,2025-06-27
2250,남해무도관(유도장),생활체육관,경상남도 남해군 남해읍 서변리 212 남해공설운동장,,52426,127.8917038,34.83414926,055-860-8665,경상남도,남해군,19990101,N,2025-06-27
2251,남해스포츠파크 풋살구장,기타시설,경상남도 남해군 서면 서상리 1182-8 스포츠파크,,52410,127.8341607,34.80438163,055-860-8665,경상남도,남해군,19990101,N,2025-06-12
2252,남해스포츠파크골프장,기타시설,경상남도 남해군 서면 서상리 1182-8 스포츠파크,,52410,127.8341607,34.80438163,055-860-8665,경상남도,남해군,19990101,N,2025-06-12
2253,남해스포츠파크인조야구장,야구장,경상남도 남해군 서면 서상리 1182-8 스포츠파크,,52410,127.8346707,34.80763049,055-860-8664,경상남도,남해군,20161231,N,2025-07-16
2254,남해스포츠파크주경기장,축구장,경상남도 남해군 서면 서상리 1182-8 스포츠파크,,52410,127.8346707,34.80763049,055-860-8664,경상남도,남해군,20161231,N,2025-06-12
2255,남해스포츠파크테니스장,테니스장,경상남도 남해군 서면 서상리 1182-1 공중화장실,,52410,127.8334406,34.80557792,055-860-8664,경상남도,남해군,19000101,N,2025-06-12
2256,남해실내체육관,구기체육관,경상남도 남해군 남해읍 서변리 204 남해실내체육관,,52426,127.8932703,34.83370394,055-860-3792,경상남도,남해군,20081226,N,2025-07-16
2257,남해포권역야구장,야구장,전라남도 영암군 시종면 남해당로 65,,58426,126.5859196,34.89539241,,전라남도,영암군,20151224,N,2025-01-21
2258,남향공원 체육시설,간이운동장,경기도 수원시 팔달구 수원천로 288-47 (남수동),,16256,127.0199447,37.27920693,,경기도,수원시,20161219,N,2025-05-30
2259,남회룡 분교,간이운동장,경상북도 봉화군 소천면 남회룡리 150 소천초등학교 남회룡분교,,36270,129.1533707,36.87659501,054-679-5512,경상북도,봉화군,20191030,N,2025-06-16
2260,남흥경로당,간이운동장,경상북도 안동시 와룡면 중가구리 507-2,,36611,128.769578,36.59573804,054-840-4061,경상북도,안동시,19000101,N,2025-04-04
2261,낭성게이트볼장,간이운동장,충청북도 청주시 상당구 낭성면 호정전하울길 3,,28193,127.6085941,36.62150239,,충청북도,청주시,20170417,N,2024-10-31
2262,낭성면 건강증진센터 체력단련장,기타체육시설(체력단련장),충청북도 청주시 상당구 낭성면 이목리 82-6,,28193,127.603376,36.62204924,043-201-5503,충청북도,청주시,20230629,N,2025-05-30
2263,낭성면 전천후게이트볼장,전천후게이트볼장,충청북도 청주시 상당구 낭성면 낭성시내길 77,,28193,127.6099218,36.62316448,,충청북도,청주시,20170417,N,2025-03-10
2264,내1리 게이트볼장 앞,간이운동장,인천광역시 강화군 화도면 마니산로844번길 5,,23060,126.4058413,37.63535685,,인천광역시,강화군,20170524,N,2025-07-30
2265,내1리마을회관 소규모체력단련기구,간이운동장,인천광역시 옹진군 영흥면 내리 603-2 내1리마을회관,,23118,126.4832491,37.27545016,032-899-3814,인천광역시,옹진군,20160101,N,2025-04-12
2266,내2리 경로당 앞,간이운동장,인천광역시 강화군 화도면 안골길93번길 2,,23060,126.4003526,37.63264778,,인천광역시,강화군,20170524,N,2025-07-30
2267,내2리마을회관 소규모체력단련기구,간이운동장,인천광역시 옹진군 영흥면 내리 912-18 내2리 경로당,,23118,126.4776204,37.27470238,032-899-3814,인천광역시,옹진군,20110101,N,2025-04-12
2268,내3리 신광교회,간이운동장,인천광역시 강화군 화도면 안골길131번길 29-10,,23060,126.3990796,37.63484689,,인천광역시,강화군,20170524,N,2025-07-30
2269,내3리경로당 소규모체력단련기구,간이운동장,인천광역시 옹진군 영흥면 내리 416-1 내3리 다목적회관,,23119,126.4748804,37.25987973,032-899-3814,인천광역시,옹진군,20140101,N,2025-04-12
2270,내4리마을회관 소규모체력단련기구,간이운동장,인천광역시 옹진군 영흥면 내리 272 내4리마을회관,,23119,126.4625713,37.25512715,032-899-3814,인천광역시,옹진군,20140101,N,2025-04-12
2271,내5리경로당 소규모체력단련기구,간이운동장,인천광역시 옹진군 영흥면 내리 26-2,,23118,126.4983164,37.25978566,032-899-3814,인천광역시,옹진군,20170101,N,2025-04-12
2272,내가실내게이트볼장,전천후게이트볼장,인천광역시 강화군 내가면 강화서로247번길 12,,23018,126.3894009,37.71937627,,인천광역시,강화군,20130101,N,2025-07-30
2273,내가실내게이트볼장,전천후게이트볼장,인천광역시 강화군 내가면 강화서로247번길 12,내가면 고천리 677-7번지,23018,126.3894009,37.71937627,,인천광역시,강화군,20161231,N,2024-10-31
2274,내감리 마을회관,간이운동장,경상북도 김천시 대덕면 내감리 425 내감리마을회관,,39697,127.9061131,35.90115751,054-421-2278,경상북도,김천시,20190101,N,2025-06-26
2275,내곡2리 동네체육시설,간이운동장,경상북도 상주시 낙동면 내곡리 328-4,,37248,128.2378392,36.37961432,054-537-8112,경상북도,상주시,19990101,N,2025-06-30
2276,내곡근린공원,간이운동장,대구광역시 북구 사수동  797,사수동 788,41493,128.51226,35.90178531,,대구광역시,북구,20161221,N,2024-10-31
2277,내곡동체육시설,간이운동장,경기도 고양시 덕양구 대곡길 97 (내곡동),내곡동 166-6,10452,126.8036276,37.64111153,,경기도,고양시,20170626,N,2025-06-19
2278,내곡현대아파트앞 둔치,간이운동장,강원특별자치도 강릉시 내곡동 69-31,,25585,128.8864943,37.7471177,033-640-5986,강원특별자치도,강릉시,20180823,N,2024-10-31
2279,내남면 노인회관,간이운동장,경상북도 경주시 내남면 이조리 789-5,,38193,129.2014915,35.75002801,054-779-8192,경상북도,경주시,20170828,N,2025-06-24
2280,내남면 망성1리 두능경로당 내,간이운동장,경상북도 경주시 내남면 망성리 564 두능경로당,,38191,129.179222,35.78748528,054-779-8192,경상북도,경주시,20230322,N,2025-06-24
2281,내당2.3.동어린이놀이터(1)동네체육시설,간이운동장,대구광역시 서구 큰장로11길 2-1 (내당동),,41811,128.5735529,35.86566921,053-663-2867,대구광역시,서구,20170131,N,2024-10-31
2282,내당2.3동어린이놀이터(2)동네체육시설,간이운동장,대구광역시 서구 달서로5길 31-1 (내당동),,41871,128.5687571,35.86432975,053-663-2867,대구광역시,서구,20170131,N,2025-01-14
2283,내대마을 체육시설,간이운동장,경상남도 밀양시 초동면 봉황리 781-1,,50447,128.6922378,35.46162246,055-359-5780,경상남도,밀양시,20110421,N,2025-05-29
2284,내덕,간이운동장,부산광역시 기장군 장안읍 덕선리 403-3,,46029,129.2262688,35.33790082,,부산광역시,기장군,20100526,N,2025-07-25
2285,내덕1리(가삼),간이운동장,,,26248,128.7495865,37.12118338,033-370-2216,강원특별자치도,영월군,20161231,N,2024-10-31
2286,내덕1리(밤산),간이운동장,,,26248,128.7296577,37.12190159,,강원특별자치도,영월군,20170614,N,2024-10-31
2287,내덕1리(사천),간이운동장,,,26248,128.7521064,37.11909424,,강원특별자치도,영월군,20170614,N,2024-10-31
2288,내덕2리(주채),간이운동장,,,26248,128.7842705,37.12263261,033-370-2216,강원특별자치도,영월군,20161231,N,2024-10-31
2289,내덕3리(병막),간이운동장,,,26248,128.823677,37.12543384,,강원특별자치도,영월군,20170614,N,2024-10-31
2290,내덕동 725-26 동네체육시설,간이운동장,충청북도 청주시 청원구 내덕동 725-72,정자 옆,28344,127.4779443,36.66081621,043-201-8032,충청북도,청주시,20250328,N,2025-04-07
2291,내덕리(원천),간이운동장,,내덕리 297-5,26248,128.7612654,37.11889768,033-370-2216,강원특별자치도,영월군,20161231,N,2024-10-31
2292,내덕리(칠랑이),간이운동장,,내덕리 33-20,26248,128.8286429,37.12887323,033-370-2216,강원특별자치도,영월군,20161231,N,2024-10-31
2293,내덕생활체육공원 게이트볼장,간이운동장,충청북도 청주시 청원구 충청대로62번길 1-18 (내덕동),,28495,127.494817,36.66275654,043-201-1872,충청북도,청주시,20070801,N,2025-06-30
2294,내덕생활체육공원 그라운드골프장,간이운동장,충청북도 청주시 청원구 충청대로62번길 1-18 (내덕동),,28495,127.494817,36.66275654,043-201-1872,충청북도,청주시,20070801,N,2025-06-30
2295,내덕생활체육공원 농구장,간이운동장,충청북도 청주시 청원구 충청대로62번길 1-18 (내덕동),,28495,127.494817,36.66275654,043-201-1872,충청북도,청주시,20070801,N,2025-06-30
2296,내덕생활체육공원 동네체육시설,간이운동장,충청북도 청주시 청원구 내덕동 산61-7 노인복지관,,28495,127.4948167,36.66275816,043-201-1872,충청북도,청주시,20070801,N,2025-06-30
2297,내덕생활체육공원 배드민턴장,간이운동장,충청북도 청주시 청원구 충청대로62번길 1-18 (내덕동),,28495,127.494817,36.66275654,043-201-1872,충청북도,청주시,20070801,N,2025-06-30
2298,내덕생활체육공원 인라인스케이트장,간이운동장,충청북도 청주시 청원구 충청대로62번길 1-18 (내덕동),,28495,127.494817,36.66275654,,충청북도,청주시,20170418,N,2025-06-30
2299,내덕생활체육공원 테니스장,간이운동장,충청북도 청주시 청원구 충청대로62번길 1-18 (내덕동),,28495,127.494817,36.66275654,043-201-1872,충청북도,청주시,20070801,N,2025-06-30
2300,내동리 생활체육시설,간이운동장,전라남도 진도군 고군면 내산로 217,,58906,126.35963,34.50400024,,전라남도,진도군,20170223,N,2024-10-31
2301,내동마을 배구장,간이운동장,경상남도 함양군 안의면 하원리 1102-2,하원리 1102-4,50005,127.7936221,35.66192675,055-960-5471,경상남도,함양군,20190216,N,2024-10-31
2302,내동마을 배구장,간이운동장,경상남도 함양군 안의면 안의내동길 18-19,안의면 하원리 1102-4,50005,127.7938297,35.66192177,,경상남도,함양군,20170120,N,2024-10-31
2303,내동마을 체육시설,간이운동장,충청북도 충주시 동량면 대전리 296-3 대전보건진료소,,27319,127.9531361,37.053716,043-850-6621,충청북도,충주시,19990101,N,2025-06-19
2304,내동마을입구 체육시설,간이운동장,대구광역시 동구 내동  513,503-1번지,41012,128.6653644,35.95736638,,대구광역시,동구,20161222,N,2024-10-31
2305,내동마을회관,간이운동장,전라남도 장성군 북이면 오작로 233-4,조양마을회관,57203,126.8215778,35.40093739,061-390-7255,전라남도,장성군,20140101,N,2025-06-23
2306,내리 경로당 체육시설,간이운동장,,,26247,128.6745585,37.10819824,,강원특별자치도,영월군,20170615,N,2024-10-31
2307,내리 마을공터02(내리회관 근처),간이운동장,경상북도 경산시 압량읍 내리 257 내리마을회관,,38539,128.7828292,35.8438926,053-804-7615,경상북도,경산시,20220101,N,2025-03-13
2308,내리길 26길 13-2,간이운동장,경상북도 경산시 압량면 내리길26길 13-2,,38539,128.7828281,35.84389379,,경상북도,경산시,20171016,N,2024-10-31
2309,내리리 회관,간이운동장,경상북도 경산시 진량읍 내리리 238-1,마을회관 뒤편,38453,128.8400244,35.9057166,053-804-7414,경상북도,경산시,20180101,N,2025-06-27
