fid,name,type,zip,addr1,addr2,lon,lat,tel,city,gugun,date
6065,모정2리 동네체육시설,간이운동장,28128,충청북도 청주시 청원구 오창읍 모정리 281-3,,127.4642165,36.74692393,043-201-8976,충청북도,청주시,19000101
6066,모정체육시설,간이운동장,50410,경상남도 밀양시 상동면 고정리 683-4 모정복지회관,,128.8000118,35.56822618,055-359-6596,경상남도,밀양시,20100101
6067,모충소공원 동네체육시설,간이운동장,362806,충북 청주시 서원구 모충동 83-1,,127.4913291,36.62291593,043-201-4433,충청북도,청주시,20170426
6068,모통공원,간이운동장,,인천광역시 서구 연희동,,126.678995,37.542369,033-560-4800,인천광역시,서구,20161231
6069,모현1호공원,간이운동장,,전라북도 익산시 모현동,,126.935636,35.949183,063-859-5475,전북특별자치도,익산시,20161231
6070,모현2호공원,간이운동장,,서울특별시 종로구 종로1.2.3.4가동,,126.99623,37.58253,063-859-5476,서울특별시,종로구,20161231
6071,모현3호공원,간이운동장,,전라북도 익산시 모현동,,126.939005,35.952866,063-859-5477,전북특별자치도,익산시,20161231
6072,모현4호공원,간이운동장,,전라북도 익산시 모현동,,126.935445,35.946962,063-859-5478,전북특별자치도,익산시,20161231
6073,모현5호공원,간이운동장,,전라북도 익산시 모현동,,126.937431,35.949635,063-859-5479,전북특별자치도,익산시,20161231
6074,모현6호공원,간이운동장,,전라북도 익산시 모현동,,126.939681,35.950494,063-859-5480,전북특별자치도,익산시,20161231
6075,모현게이트볼장,전천후게이트볼장,17036,경기도 용인시 처인구 모현읍 갈담리 309 모현읍행정복지센터,경기도 용인시 처인구 모현읍 독점로 31-6,127.2423619,37.32953302,031-6193-5051,경기도,용인시,20070101
6076,모현도서관체육관,생활체육관,54658,전라북도 익산시 모현동1가 877 모현도서관,,126.9364586,35.94983408,063-859-3725,전북특별자치도,익산시,19990101
6077,모현레스피아테니스장,테니스장,17033,경기도 용인시 처인구 모현읍 일산리 38-22,모현면 일산리 39-3,127.2473687,37.345547,031-6193-5051,경기도,용인시,20090101
6078,모형경기장 옆 체육시설,간이운동장,,경남 밀양시 삼문동 449-2,,128.7446107,35.48605324,055-359-5780,경상남도,밀양시,19830904
6079,모화2리 마을회관 공터,간이운동장,38208,경상북도 경주시 외동읍 모화리 1375,모화2리마을회관,129.329737,35.67620594,054-779-8115,경상북도,경주시,20130101
6080,모화리 불고기단지,간이운동장,,경북 경주시 외동읍 모화리 1722-1,,129.3406612,35.68585249,031-657-2626,경상북도,경주시,20100101
6081,목가리 동네체육시설,간이운동장,,경상북도 상주시 사벌면,,128.187924,36.501236,054-537-8069,경상북도,상주시,20161231
6082,목감천 인라인스케이트장,간이운동장,152090,서울 구로구 개봉동 376-5,,126.8533205,37.48268779,02-860-2023,서울특별시,구로구,19990101
6083,목거랑공원,간이운동장,,울산광역시 동구 방어동,,129.42773,35.487227,052-209-3754,울산광역시,동구,20161231
6084,목달동새마을회,간이운동장,35086,대전광역시 중구 목달동 104-3,,127.4082834,36.26691076,042-606-6274,대전광역시,중구,20230510
6085,목동게이트볼장,전천후게이트볼장,12403,경기도 가평군 북면 목동리 913-1 북면 생활체육시설,,127.5492168,37.88879537,031-580-2147,경기도,가평군,20161231
6086,목동공원 모래장,기타시설,,경기 화성시 목동 137-4,모래장,127.1252075,37.1898672,031-355-1292,경기도,화성시,19990101
6087,목동공원 축구장,축구장,,경기 화성시 목동 137-4,축구장,127.1252075,37.1898672,031-355-1292,경기도,화성시,19990101
6088,목동도시근린공원,간이운동장,,경기도 가평군,,127.5095702,37.83144131,031-580-2147,경기도,가평군,20171128
6089,목동소공원,간이운동장,,대전 중구 목동 59-3,목동소공원,127.4049994,36.33772604,02-606-7754,대전광역시,중구,20161231
6090,목동실내빙상장,기타시설,7990,서울특별시 양천구 목동  914 목동종합운동장,,126.8808679,37.53070628,02-2649-8454,서울특별시,,19891012
6091,목동야구장,기타시설,7990,서울특별시 양천구 목동  914 목동종합운동장,,126.8808679,37.53070628,02-2652-3888,서울특별시,,19891114
6092,목동주경기장,기타시설,7990,서울특별시 양천구 목동  914 목동종합운동장,,126.8808679,37.53070628,02-2652-3888,서울특별시,,20050101
6093,목동청소년수련관수영장,수영장,7991,서울특별시 양천구 목동 918 시립목동청소년센터,,126.8754986,37.53071939,02-2642-1318,서울특별시,양천구,19880101
6094,목동청소년수련관체육관,생활체육관,7991,서울특별시 양천구 목동 918 시립목동청소년센터,,126.8754986,37.53071939,02-2642-1318,서울특별시,양천구,19880101
6095,목련5차 뒤,간이운동장,,부산 남구 용호동 482-6,,129.1093905,35.11599437,051-607-4372,부산광역시,남구,20240823
6096,목련게이트볼장,간이운동장,,대전광역시 서구 둔산1동,,127.393068,36.351042,042-484-0247,대전광역시,서구,20161231
6097,목련공원,간이운동장,10303,경기도 고양시 일산동구 풍동 1248,,126.7976815,37.672816,031-8075-6262,경기도,고양시,20180131
6098,목련어린이공원 동네체육시설,간이운동장,,충청북도 청주시 흥덕구 봉명동 1106,,127.4622931,36.63923805,043-201-4435,충청북도,청주시,20170426
6099,목마근린공원,간이운동장,,서울특별시 양천구 목5동,,126.885517,37.538272,02-2620-3570,서울특별시,양천구,20161231
6100,목면대평리게이트볼장,전천후게이트볼장,33358,충청남도 청양군 목면 대평리 247,,126.9838104,36.40142558,041-940-4863,충청남도,청양군,19981231
6101,목면안심리게이트볼장,전천후게이트볼장,33357,충청남도 청양군 목면 안심리 255-5 대전노인회목면분회,,127.0087074,36.424091,041-940-4863,충청남도,청양군,20041231
6102,목벌1통 경로당 체육시설,간이운동장,27485,충청북도 충주시 목벌동 642,경로당,127.9816698,36.96470972,043-850-2445,충청북도,충주시,20150914
6103,목벌1통 경로당 체육시설,간이운동장,27485,충청북도 충주시 목벌동 642,,127.9816698,36.96470972,043-850-2443,충청북도,충주시,20150914
6104,목벌1통 체육시설,간이운동장,,충북 충주시 목벌동 산 47-2,,127.985226,36.96388212,043-850-2443,충청북도,충주시,20100609
6105,목벌1통 체육시설,간이운동장,,충북 충주시 목벌동 산 47-2,,127.985226,36.96388212,043-850-2443,충청북도,충주시,20100906
6106,목벌2통 경로당 체육시설,간이운동장,27485,충청북도 충주시 목벌동 334,번지,128.0057299,36.95766885,043-850-2443,충청북도,충주시,20170404
6107,목원동주민센터 앞,간이운동장,,전라남도 목포시 목원동,,126.381045,34.794706,061-270-3677,전라남도,목포시,20161231
6108,목일신공원,간이운동장,14698,경기도 부천시 소사구 괴안동 산14-3,,126.8070441,37.47609086,032-340-0895,경기도,부천시,20020101
6109,목천1리 동네체육시설,간이운동장,,충청남도 공주시 우성면,,127.118193,36.514716,041-840-8382,충청남도,공주시,19990101
6110,목천읍 삼성리 부영테니스장,간이운동장,,충청남도 천안시 동남구 목천읍,,127.175139,36.761314,041-521-4051,충청남도,천안시,20161231
6111,목천읍 신계리 체육시설,간이운동장,,충청남도 천안시 동남구 목천읍,,127.220532,36.781325,041-521-4051,충청남도,천안시,20161231
6112,목포리틀야구장,야구장,58682,전라남도 목포시 옥암동 1375 카누경기장,,126.4420276,34.80178811,061-270-8370,전라남도,목포시,20210401
6113,목포시궁도장,국궁장,58608,전라남도 목포시 상동 산34-8,,126.4106054,34.82529438,061-274-5559,전라남도,목포시,20161231
6114,목포실내체육관,구기체육관,,상동 349-1,,128.8064155,35.5827283,061-270-8369,전라남도,목포시,19870901
6115,목포실내체육관 궁도장,국궁장,58608,전라남도 목포시 상동 산34,목포실내체육관,126.409002,34.82453484,061-274-5559,전라남도,목포시,20030201
6116,목포실내체육관수영장,수영장,,상동 349-1,,128.8064155,35.5827283,061-270-8371,전라남도,목포시,19870901
6117,목포실내체육관파크골프장,파크골프장,58608,전라남도 목포시 상동 349-1 목포실내체육관,,126.4072451,34.82410607,061-270-8370,전라남도,목포시,20040101
6118,목포야구장,야구장,58600,전라남도 목포시 대양동 1265,목포야구장,126.4002998,34.82681226,061-270-8370,전라남도,목포시,20190201
6119,목포종합경기장,육상경기장,58601,전라남도 목포시 대양동 1265,,126.3969407,34.82634803,061-270-4463,전라남도,목포시,20231016
6120,목포체육관파크골프장,간이운동장,,전라남도 목포시 용해동,,126.407241,34.811472,061-270-8369,전라남도,목포시,20161231
6121,목행동 어린이공원 체육시설,간이운동장,27437,충청북도 충주시 목행동 669,,127.9163476,37.01080427,043-850-6162,충청북도,충주시,20090107
6122,목행동 체육시설(9통),간이운동장,,충청북도 충주시 목행.용탄동,684,127.918128,37.00987856,043-850-2744,충청북도,충주시,19990101
6123,목행동(미륵마을) 체육시설,간이운동장,,충청북도 충주시 목행.용탄동,,127.92507,37.006922,043-850-2744,충청북도,충주시,19990101
6124,목행동(자전거도로) 체육시설,간이운동장,,충청북도 충주시 목행.용탄동,,127.915033,37.007124,043-850-2744,충청북도,충주시,19990101
6125,목행시민 여가공원,간이운동장,,충청북도 충주시 목행.용탄동,,127.946734,37.00897,043-850-2744,충청북도,충주시,19990101
6126,목화＠뒤 동네체육시설,간이운동장,47051,부산광역시 사상구 학장동 574-82 목화아파트,학장동 574-82(목화＠뒤),128.981479,35.137373,051-310-4124,부산광역시,사상구,20161009
6127,몰운1리 마을회관,간이운동장,,강원특별자치도 정선군 화암면 몰운리 431-3,,128.8073843,37.32145226,033-560-2795,강원특별자치도,정선군,20150101
6128,몰운2리 마을회관,간이운동장,26117,강원특별자치도 정선군 화암면 몰운리 263-7,,128.8119449,37.31353274,033-560-2795,강원특별자치도,정선군,20191216
6129,못골어린이공원,간이운동장,,경기도 수원시 팔달구 지동,,127.027695,37.28348,031-228-4192,경기도,수원시,20161231
6130,못머리쉼터,간이운동장,,인천광역시 남구 주안2동,,126.673981,37.454156,033-880-4494,인천광역시,남구,20161231
6131,못안마을 체육시설,간이운동장,,울산광역시 중구 우정동,,129.31553,35.555617,052-290-3672,울산광역시,중구,20161009
6132,못안쉼터,간이운동장,,인천광역시 남구 도화2.3동,,126.665087,37.466728,033-880-4494,인천광역시,남구,20161231
6133,몽실공원,간이운동장,36756,경상북도 안동시 일직면 운산리 61,,128.659906,36.47413918,054-840-4261,경상북도,안동시,20160101
6134,몽탄게이트볼장,간이운동장,,전라남도 무안군 몽탄면,,126.501332,34.927074,061-450-4098,전라남도,무안군,19990101
6135,뫼골공원,간이운동장,21303,인천광역시 부평구 산곡동 58-3 뫼골문화회관,,126.7008669,37.51393546,032-509-6448,인천광역시,부평구,19990101
6136,묘광마을회관,간이운동장,39539,경상북도 김천시 대광동 594 묘광마을회관,,128.1447237,36.151668,054-421-2372,경상북도,김천시,20210501
6137,묘광연화지,간이운동장,740170,경북 김천시 대광동 329-1,,128.1488315,36.14733438,054-420-6757,경상북도,김천시,20200228
6138,묘도동 읍동마을 동네체육시설,간이운동장,,전남 여수시 묘도동 1664-6,,127.7131837,34.88509506,061-659-3269,전라남도,여수시,20211124
6139,묘량 삼학실내게이트볼장,전천후게이트볼장,57057,전라남도 영광군 묘량면 삼학리 1038,,126.5494782,35.2213443,061-350-4852,전라남도,영광군,20051231
6140,묘량 영양실내게이트볼장,전천후게이트볼장,57056,전라남도 영광군 묘량면 영양리 712,,126.5432445,35.25882382,061-350-4852,전라남도,영광군,20031231
6141,묘량 영양실외게이트볼장,간이운동장,57056,전라남도 영광군 묘량면 영양리 712,,126.5432445,35.25882382,061-350-5430,전라남도,영광군,20011231
6142,묘산게이트볼장1,간이운동장,50209,경상남도 합천군 묘산면 관기리 764-4 게이트볼장,묘산게이트볼장,128.1250589,35.64961061,055-930-4031,경상남도,합천군,20161231
6143,묘산게이트볼장2,간이운동장,50209,경상남도 합천군 묘산면 산제리 12-2,묘산게이트볼장,128.1148406,35.65959755,055-930-4031,경상남도,합천군,20161231
6144,묘암리 동네체육시설,간이운동장,28210,충청북도 청주시 상당구 문의면 묘암리 118-3,묘암리 248번지 버스정류장 앞,127.5466797,36.48211546,043-201-5704,충청북도,청주시,20201117
6145,무갑리 공동체육시설,간이운동장,,경기도 광주시 초월읍,,127.324143,37.421419,031-760-4698,경기도,광주시,20161231
6146,무과리(마을공터),간이운동장,38045,경상북도 경주시 현곡면 무과리 523-1,.,129.1714659,35.90340048,054-779-8251,경상북도,경주시,20180425
6147,무과리(소공원),간이운동장,,경북 경주시 현곡면 무과리 369-2,.,129.1719164,35.90150752,054-779-8251,경상북도,경주시,20070101
6148,무궁화공원 체육시설,간이운동장,44402,울산광역시 중구 다운동  756-1,,129.2665753,35.56652044,052-290-3672,울산광역시,중구,20161009
